,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Full_Ensembl,Ensembl,_id,entrezgene,name,notfound,symbol
517,ENSG00000136824.14,35.9160869945,-1.48559818874,0.441883564558,-3.36196751339,0.000773892278317,0.0205798574012,ENSG000001368244,ENSG000001368244,,,,True,
518,ENSG00000115392.7,13.0756764573,-1.10329859784,0.328328493011,-3.36034983661,0.000778438344407,0.0205815512365,ENSG00000115392,ENSG00000115392,55120,55120.0,Fanconi anemia complementation group L,,FANCL
519,ENSG00000144791.5,39.0301783068,-1.11230087746,0.330914224549,-3.36129665921,0.000775774542652,0.0205815512365,ENSG00000144791,ENSG00000144791,8994,8994.0,LIM domains containing 1,,LIMD1
520,ENSG00000156171.10,68.5243011546,-1.03519270244,0.308042961826,-3.36054651697,0.000777884303868,0.0205815512365,ENSG000001561710,ENSG000001561710,,,,True,
521,ENSG00000263535.1,10.7917337669,1.48501606883,0.441996090294,3.35979458063,0.000780004455257,0.0205834509026,ENSG00000263535,ENSG00000263535,ENSG00000263535,,adenylate kinase 4 pseudogene 1,,AK4P1
522,ENSG00000163486.8,41.9781239977,-1.02659339935,0.30563181748,-3.35892188127,0.000782471833707,0.0206090812798,ENSG00000163486,ENSG00000163486,,,,True,
523,ENSG00000048028.7,21.7825185795,-1.01917361335,0.303604416064,-3.35691300728,0.00078817907195,0.0207197838094,ENSG00000048028,ENSG00000048028,57646,57646.0,ubiquitin specific peptidase 28,,USP28
524,ENSG00000155096.9,841.774902238,0.855527172363,0.254912378611,3.35616174085,0.000790323338737,0.0207365790307,ENSG00000155096,ENSG00000155096,51582,51582.0,antizyme inhibitor 1,,AZIN1
525,ENSG00000010404.13,328.492768704,-1.02297745295,0.304939325094,-3.35469179856,0.000794534521648,0.0207646523688,ENSG000000104043,ENSG000000104043,,,,True,
526,ENSG00000143033.13,52.9824894132,-0.905880843478,0.270053842788,-3.35444529922,0.000795242744073,0.0207646523688,ENSG000001430333,ENSG000001430333,,,,True,
527,ENSG00000146278.10,2892.5731464,1.18675710203,0.353862550089,3.35372336444,0.000797320322128,0.0207646523688,ENSG000001462780,ENSG000001462780,,,,True,
528,ENSG00000171522.5,410.04509739,1.13281311205,0.33783398091,3.3531650931,0.000798930363372,0.0207646523688,ENSG00000171522,ENSG00000171522,5734,5734.0,prostaglandin E receptor 4,,PTGER4
529,ENSG00000261220.2,6.86561861379,1.2413048621,0.370172198518,3.35331736708,0.000798490909857,0.0207646523688,ENSG00000261220,ENSG00000261220,ENSG00000261220,,,,RP11-629O1.2
530,ENSG00000115902.6,146.392363094,-0.887065817362,0.264849954165,-3.34931459649,0.000810117539455,0.0210157610282,ENSG00000115902,ENSG00000115902,6509,6509.0,solute carrier family 1 member 4,,SLC1A4
531,ENSG00000135185.7,26.4772472527,-0.838761117183,0.250651092497,-3.3463293889,0.000818890558181,0.0212034162386,ENSG00000135185,ENSG00000135185,79161,79161.0,transmembrane protein 243,,TMEM243
532,ENSG00000125912.6,103.164804668,-0.870971952405,0.260340162285,-3.34551513205,0.000821298775807,0.0212258736149,ENSG00000125912,ENSG00000125912,56926,56926.0,nicalin,,NCLN
533,ENSG00000114346.9,31.9838559126,-1.46518418662,0.43834545028,-3.34253312242,0.000830174469214,0.0214150811113,ENSG00000114346,ENSG00000114346,1894,1894.0,epithelial cell transforming 2,,ECT2
534,ENSG00000123700.4,120.495644893,1.52603980355,0.456904331739,3.3399547729,0.000837920345847,0.0215744911477,ENSG00000123700,ENSG00000123700,3759,3759.0,potassium voltage-gated channel subfamily J member 2,,KCNJ2
535,ENSG00000084072.12,43.6807614956,-1.3592521408,0.407435062573,-3.33611970511,0.000849565742335,0.0217120001867,ENSG000000840722,ENSG000000840722,,,,True,
536,ENSG00000084734.4,11.4940519097,1.7111105753,0.512726713696,3.33727603729,0.00084603876495,0.0217120001867,ENSG00000084734,ENSG00000084734,2646,2646.0,glucokinase (hexokinase 4) regulator,,GCKR
537,ENSG00000156313.8,87.8678515685,0.943013926375,0.282647369557,3.33636194051,0.000848825762786,0.0217120001867,ENSG00000156313,ENSG00000156313,6103,6103.0,retinitis pigmentosa GTPase regulator,,RPGR
538,ENSG00000197142.6,665.170574547,1.0337795542,0.309808163974,3.33683767704,0.000847374224633,0.0217120001867,ENSG00000197142,ENSG00000197142,51703,51703.0,acyl-CoA synthetase long-chain family member 5,,ACSL5
539,ENSG00000223501.4,26.1316338792,-1.03268718294,0.309751546062,-3.33392099594,0.000856309761368,0.021843827709,ENSG00000223501,ENSG00000223501,6293,6293.0,"VPS52, GARP complex subunit",,VPS52
540,ENSG00000172716.12,66.8160234449,-1.22106811758,0.367064131623,-3.32657977826,0.000879188487519,0.022385991526,ENSG000001727162,ENSG000001727162,,,,True,
541,ENSG00000078081.3,70.04895408,1.51642473781,0.456361751299,3.32285677643,0.00089100649241,0.0226450450792,ENSG00000078081,ENSG00000078081,27074,27074.0,lysosomal associated membrane protein 3,,LAMP3
542,ENSG00000158715.5,5.85964471244,-1.46814030399,0.442190165601,-3.32015593788,0.000899671796654,0.0228231657439,ENSG00000158715,ENSG00000158715,85414,85414.0,solute carrier family 45 member 3,,SLC45A3
543,ENSG00000142892.10,19.8333114285,-1.40065354188,0.4223623873,-3.31623644529,0.000912385997624,0.0231031564656,ENSG000001428920,ENSG000001428920,,,,True,
544,ENSG00000082068.4,17.4245136671,-1.29535487405,0.391241031133,-3.31088707721,0.000930007299247,0.0234630962402,ENSG00000082068,ENSG00000082068,55100,55100.0,WD repeat domain 70,,WDR70
545,ENSG00000147548.12,190.793211063,-0.583294739343,0.176153554482,-3.31128566243,0.000928683529464,0.0234630962402,ENSG000001475482,ENSG000001475482,,,,True,
546,ENSG00000106367.9,27.1234088173,-1.20284743118,0.363565789656,-3.30847253895,0.000938063839386,0.0236230884599,ENSG00000106367,ENSG00000106367,1174,1174.0,adaptor related protein complex 1 sigma 1 subunit,,AP1S1
547,ENSG00000121957.8,12.0898989168,-1.4983011834,0.453115664055,-3.30666384382,0.000944141180452,0.0237327459137,ENSG00000121957,ENSG00000121957,29899,29899.0,G-protein signaling modulator 2,,GPSM2
548,ENSG00000073737.12,123.794466659,-1.38009476682,0.417911181293,-3.30236382418,0.000958736272623,0.0239249857887,ENSG000000737372,ENSG000000737372,,,,True,
549,ENSG00000105290.7,5.97434550904,1.4131184936,0.427797646273,3.30324045938,0.000955743952893,0.0239249857887,ENSG00000105290,ENSG00000105290,333,333.0,amyloid beta precursor like protein 1,,APLP1
550,ENSG00000138678.6,318.253072287,-1.09777675052,0.332411227398,-3.30246592183,0.000958387325049,0.0239249857887,ENSG00000138678,ENSG00000138678,84803,84803.0,glycerol-3-phosphate acyltransferase 3,,GPAT3
551,ENSG00000197122.7,645.051063285,0.930493477334,0.281671297246,3.30347282961,0.000954952228533,0.0239249857887,ENSG00000197122,ENSG00000197122,6714,6714.0,"SRC proto-oncogene, non-receptor tyrosine kinase",,SRC
552,ENSG00000077157.16,20.0995908416,-0.970759863771,0.294252753526,-3.29906807035,0.000970063852434,0.024120269977,ENSG000000771576,ENSG000000771576,,,,True,
553,ENSG00000256269.2,12.7669444898,-1.53511198393,0.465257752385,-3.29948716826,0.00096861655659,0.024120269977,ENSG00000256269,ENSG00000256269,3145,3145.0,hydroxymethylbilane synthase,,HMBS
554,ENSG00000168734.9,8.79379314678,1.33401170916,0.404434384943,3.29846264023,0.000972158156921,0.0241287902912,ENSG00000168734,ENSG00000168734,11142,11142.0,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma",,PKIG
555,ENSG00000176476.4,21.5278654323,-0.823377835353,0.249826049077,-3.2958045744,0.000981402580794,0.0243086961453,ENSG00000176476,ENSG00000176476,112869,112869.0,SAGA complex associated factor 29,,SGF29
556,ENSG00000260997.1,35.5752739713,1.19129850232,0.361507200456,3.2953659037,0.000982936025621,0.0243086961453,ENSG00000260997,ENSG00000260997,ENSG00000260997,,,,RP4-647J21.1
557,ENSG00000103335.15,131.140700885,-0.836821149039,0.254081381261,-3.29351621471,0.000989426345993,0.0243498053919,ENSG000001033355,ENSG000001033355,,,,True,
558,ENSG00000110917.3,90.4422681418,-1.22128652359,0.370805804573,-3.29360141759,0.000989126510382,0.0243498053919,ENSG00000110917,ENSG00000110917,9761,9761.0,malectin,,MLEC
559,ENSG00000134851.8,288.757021811,0.590700841344,0.179359992096,3.29338128555,0.000989901344427,0.0243498053919,ENSG00000134851,ENSG00000134851,55858,55858.0,transmembrane protein 165,,TMEM165
560,ENSG00000124422.7,173.709603279,-0.570278622862,0.173310312387,-3.29050600052,0.00100007368826,0.0245299579756,ENSG00000124422,ENSG00000124422,23326,23326.0,ubiquitin specific peptidase 22,,USP22
561,ENSG00000138175.8,12.6724209246,-1.286440507,0.39097904791,-3.29030548791,0.00100078667022,0.0245299579756,ENSG00000138175,ENSG00000138175,403,403.0,ADP ribosylation factor like GTPase 3,,ARL3
562,ENSG00000179588.4,16.3049972174,-1.6222210685,0.493356110311,-3.288134138,0.00100853774427,0.0246760345068,ENSG00000179588,ENSG00000179588,161882,161882.0,"zinc finger protein, FOG family member 1",,ZFPM1
563,ENSG00000164048.9,8.90472429219,-1.32849202855,0.404177394675,-3.2869033401,0.00101295596678,0.0247401922737,ENSG00000164048,ENSG00000164048,51385,51385.0,zinc finger protein 589,,ZNF589
564,ENSG00000047249.12,512.533806277,0.590304276672,0.179822587818,3.28270371277,0.00102816667713,0.02486051087,ENSG000000472492,ENSG000000472492,,,,True,
565,ENSG00000100605.12,102.785021235,-0.63766305199,0.194124664445,-3.28481212736,0.00102050394201,0.02486051087,ENSG000001006052,ENSG000001006052,,,,True,
566,ENSG00000122481.12,5.79313235337,-1.62727454184,0.495733901765,-3.28255650067,0.00102870368252,0.02486051087,ENSG000001224812,ENSG000001224812,,,,True,
567,ENSG00000131203.8,34.317863398,1.76063177771,0.536190310158,3.28359491836,0.00102492124213,0.02486051087,ENSG00000131203,ENSG00000131203,3620,3620.0,"indoleamine 2,3-dioxygenase 1",,IDO1
568,ENSG00000173653.3,40.872246713,-0.760609171993,0.231705358218,-3.28265680968,0.00102833774369,0.02486051087,ENSG00000173653,ENSG00000173653,9986,9986.0,Ras converting CAAX endopeptidase 1,,RCE1
569,ENSG00000232618.1,2.56771433393,1.72129422743,0.524376427089,3.28255455147,0.00102871079462,0.02486051087,ENSG00000232618,ENSG00000232618,ENSG00000232618,,,,RP11-439L18.1
570,ENSG00000166130.10,33.8204539742,-1.08084584948,0.329533247781,-3.27992958756,0.00103832997556,0.0250490287449,ENSG000001661300,ENSG000001661300,,,,True,
571,ENSG00000111271.10,12.9689287506,-1.0826670712,0.330220667469,-3.27861693061,0.00104317136308,0.0250779852119,ENSG000001112710,ENSG000001112710,,,,True,
572,ENSG00000204396.6,2.40207589683,-1.74717407794,0.532881949373,-3.27872632952,0.0010427670777,0.0250779852119,ENSG00000204396,ENSG00000204396,80737,80737.0,von Willebrand factor A domain containing 7,,VWA7
573,ENSG00000162434.7,993.746742986,0.601321460319,0.183484376963,3.27723520811,0.00104829003983,0.0251571346665,ENSG00000162434,ENSG00000162434,3716,3716.0,Janus kinase 1,,JAK1
574,ENSG00000160007.13,80.9446787018,-0.905137166724,0.276238438701,-3.27665176136,0.00105045842486,0.0251653300912,ENSG000001600073,ENSG000001600073,,,,True,
575,ENSG00000158691.10,10.2492159644,-1.64607275924,0.502453716885,-3.27606842963,0.00105263053059,0.0251735860397,ENSG000001586910,ENSG000001586910,,,,True,
576,ENSG00000087460.19,1644.99641655,-0.732943947344,0.223804850994,-3.27492431057,0.00105690286843,0.0252319532282,ENSG000000874609,ENSG000000874609,,,,True,
577,ENSG00000123240.12,150.117421991,0.961157323795,0.29365813872,3.27304847733,0.0010639422819,0.0253332814673,ENSG000001232402,ENSG000001232402,,,,True,
578,ENSG00000271722.1,5.73727971441,1.45803263657,0.445498172406,3.27281395723,0.00106482540614,0.0253332814673,ENSG00000271722,ENSG00000271722,,,,True,
579,ENSG00000133059.12,23.4574331976,-1.02994723261,0.314782025413,-3.2719378791,0.00106813042493,0.0253680975922,ENSG000001330592,ENSG000001330592,,,,True,
580,ENSG00000197024.4,24.301530663,-0.919817403389,0.281409791178,-3.26860483261,0.00108079131588,0.0256246133842,ENSG00000197024,ENSG00000197024,57541,57541.0,zinc finger protein 398,,ZNF398
581,ENSG00000134830.3,47.5765337415,-0.900702412649,0.275907766797,-3.26450546537,0.00109655347471,0.0259091322713,ENSG00000134830,ENSG00000134830,27202,27202.0,complement component 5a receptor 2,,C5AR2
582,ENSG00000140718.14,9.79141425965,-1.38320564273,0.423702536055,-3.26456776872,0.00109631233429,0.0259091322713,ENSG000001407184,ENSG000001407184,,,,True,
583,ENSG00000011258.11,73.9082833017,-0.776143025047,0.237931288496,-3.26204691259,0.00110610836879,0.025977413171,ENSG000000112581,ENSG000000112581,,,,True,
584,ENSG00000070950.5,12.8058889619,-1.3771415738,0.422423175349,-3.26009947882,0.00111373143549,0.025977413171,ENSG00000070950,ENSG00000070950,56852,56852.0,"RAD18, E3 ubiquitin protein ligase",,RAD18
585,ENSG00000092847.6,75.2437918444,-0.864114189534,0.265184375106,-3.25854111573,0.00111986647469,0.025977413171,ENSG00000092847,ENSG00000092847,26523,26523.0,"argonaute 1, RISC catalytic component",,AGO1
586,ENSG00000113615.8,355.582965486,0.789567830383,0.24214487607,3.26072491476,0.00111127793967,0.025977413171,ENSG00000113615,ENSG00000113615,10802,10802.0,"SEC24 homolog A, COPII coat complex component",,SEC24A
587,ENSG00000124702.13,68.6443872251,-0.943887553672,0.28965175397,-3.2586978699,0.00111924794687,0.025977413171,ENSG000001247023,ENSG000001247023,,,,True,
588,ENSG00000128829.7,34.2349266677,-1.20449045155,0.369342679135,-3.26117321284,0.00110952240637,0.025977413171,ENSG00000128829,ENSG00000128829,440275,440275.0,eukaryotic translation initiation factor 2 alpha kinase 4,,EIF2AK4
589,ENSG00000134333.9,668.901478794,-0.930710441117,0.285284157556,-3.26239791613,0.00110473953725,0.025977413171,ENSG00000134333,ENSG00000134333,3939,3939.0,lactate dehydrogenase A,,LDHA
590,ENSG00000152642.6,10.7531613178,-1.51885521345,0.466126733736,-3.25845977826,0.00112018754436,0.025977413171,ENSG00000152642,ENSG00000152642,23171,23171.0,glycerol-3-phosphate dehydrogenase 1-like,,GPD1L
591,ENSG00000153044.5,6.35522405013,-1.60342981895,0.491479825949,-3.26245297222,0.00110452497361,0.025977413171,ENSG00000153044,ENSG00000153044,64946,64946.0,centromere protein H,,CENPH
592,ENSG00000154099.13,54.8459088993,1.53415306111,0.470655315784,3.25961061027,0.00111565268342,0.025977413171,ENSG000001540993,ENSG000001540993,,,,True,
593,ENSG00000167508.6,67.7332807439,0.993111322725,0.304471000719,3.26175997182,0.00110722853542,0.025977413171,ENSG00000167508,ENSG00000167508,4597,4597.0,mevalonate diphosphate decarboxylase,,MVD
594,ENSG00000168807.12,14.6348779927,-0.979010197783,0.300580563993,-3.25706421192,0.00112570964539,0.0260615972525,ENSG000001688072,ENSG000001688072,,,,True,
595,ENSG00000137770.9,48.4599080259,-0.948904952607,0.291388335739,-3.25649600971,0.00112796515921,0.0260700001143,ENSG00000137770,ENSG00000137770,51496,51496.0,CTD small phosphatase like 2,,CTDSPL2
596,ENSG00000159166.9,9.35209823018,1.58821058526,0.48792618488,3.25502224409,0.00113383484917,0.0261617672485,ENSG00000159166,ENSG00000159166,3898,3898.0,ladinin 1,,LAD1
597,ENSG00000121281.8,40.2364200082,-0.821054043105,0.252632259751,-3.24999682905,0.00115406295288,0.0265839752106,ENSG00000121281,ENSG00000121281,113,113.0,adenylate cyclase 7,,ADCY7
598,ENSG00000133103.12,13.9762383023,-1.15617942389,0.355893719323,-3.24866487132,0.00115947993569,0.0266641671354,ENSG000001331032,ENSG000001331032,,,,True,
599,ENSG00000107816.13,14.9469383635,-1.52513300504,0.469751820708,-3.24667821989,0.00116760318947,0.026761620524,ENSG000001078163,ENSG000001078163,,,,True,
600,ENSG00000251230.1,106.2833839,1.44814250238,0.445994651451,3.24699522218,0.00116630347664,0.026761620524,ENSG00000251230,ENSG00000251230,ENSG00000251230,,MIR3945 host gene,,MIR3945HG
601,ENSG00000139572.3,500.457572002,1.24130188494,0.382544552306,3.2448557363,0.00117510139542,0.026888740402,ENSG00000139572,ENSG00000139572,53831,53831.0,G protein-coupled receptor 84,,GPR84
602,ENSG00000040933.11,89.1298666168,-1.37666708809,0.424465349539,-3.24329674869,0.00118155078961,0.0269202709464,ENSG000000409331,ENSG000000409331,,,,True,
603,ENSG00000136108.10,27.386491863,-1.23853504581,0.381897801658,-3.24310598393,0.00118234220854,0.0269202709464,ENSG000001361080,ENSG000001361080,,,,True,
604,ENSG00000146842.12,18.3492208079,-1.31021227797,0.403966701978,-3.243367019,0.00118125938508,0.0269202709464,ENSG000001468422,ENSG000001468422,,,,True,
605,ENSG00000087111.16,43.5857221969,-1.07235717222,0.330751866069,-3.2421802633,0.00118618967266,0.026963304853,ENSG000000871116,ENSG000000871116,,,,True,
606,ENSG00000132182.7,14.8893103199,-1.17462448109,0.362436170507,-3.24091406067,0.00119147097607,0.0270387359068,ENSG00000132182,ENSG00000132182,23225,23225.0,nucleoporin 210,,NUP210
607,ENSG00000142784.11,64.1172866836,-0.587512431535,0.181318023235,-3.24023183715,0.0011943255131,0.0270589374062,ENSG000001427841,ENSG000001427841,,,,True,
608,ENSG00000101331.11,6.95699299978,1.48720083495,0.459115866274,3.2392712694,0.0011983554006,0.0271056578707,ENSG000001013311,ENSG000001013311,,,,True,
609,ENSG00000101421.3,867.240058849,0.632103620263,0.195385501197,3.23516134202,0.00121574011351,0.0274538033829,ENSG00000101421,ENSG00000101421,128866,128866.0,charged multivesicular body protein 4B,,CHMP4B
610,ENSG00000103018.12,58.0220621153,-1.08129995657,0.334335010032,-3.2341810583,0.0012199209117,0.0275031269373,ENSG000001030182,ENSG000001030182,,,,True,
611,ENSG00000126767.13,110.58963555,0.495553874885,0.153268881996,3.23323213709,0.00122398059753,0.0275495632859,ENSG000001267673,ENSG000001267673,,,,True,
612,ENSG00000163719.14,374.928706181,0.595199531325,0.184287864806,3.2297272094,0.00123908382124,0.0278001162573,ENSG000001637194,ENSG000001637194,,,,True,
613,ENSG00000269125.1,2.35654299215,1.73755722198,0.53799133667,3.22971227145,0.00123914855767,0.0278001162573,ENSG00000269125,ENSG00000269125,ENSG00000269125,,,,RP11-98F14.11
614,ENSG00000160208.11,45.2409395823,-1.11966571581,0.346747697,-3.22905018691,0.00124202096512,0.0278192500725,ENSG000001602081,ENSG000001602081,,,,True,
615,ENSG00000112312.5,99.7468615454,-1.43275503878,0.443882951218,-3.22777668042,0.00124756327866,0.0278980262395,ENSG00000112312,ENSG00000112312,51053,51053.0,"geminin, DNA replication inhibitor",,GMNN
616,ENSG00000038210.9,140.361572323,1.14924148052,0.35615265145,3.22682275661,0.00125172971502,0.0279458295371,ENSG00000038210,ENSG00000038210,55300,55300.0,phosphatidylinositol 4-kinase type 2 beta,,PI4K2B
617,ENSG00000124767.6,128.739687687,-1.32899853458,0.412104152282,-3.22490935172,0.00126012561743,0.028087751424,ENSG00000124767,ENSG00000124767,2739,2739.0,glyoxalase I,,GLO1
618,ENSG00000105793.11,12.5563919915,-1.30720177244,0.405673203689,-3.22230248524,0.00127164807478,0.0282987919711,ENSG000001057931,ENSG000001057931,,,,True,
619,ENSG00000136048.9,656.245331717,1.20198278443,0.373272570685,3.22012084151,0.00128136570801,0.0284298821217,ENSG00000136048,ENSG00000136048,55332,55332.0,DNA damage regulated autophagy modulator 1,,DRAM1
620,ENSG00000228717.1,4.4514780978,1.13615924281,0.352838618114,3.22005354427,0.00128166655518,0.0284298821217,ENSG00000228717,ENSG00000228717,ENSG00000228717,,,,AF013593.1
621,ENSG00000196605.3,4.77380337944,-1.25576979902,0.390294201451,-3.21749540308,0.00129315099222,0.0286385127297,ENSG00000196605,ENSG00000196605,162993,162993.0,zinc finger protein 846,,ZNF846
622,ENSG00000118482.7,269.379214622,-1.01714593471,0.316488377083,-3.2138492544,0.00130968412297,0.0289581040031,ENSG00000118482,ENSG00000118482,23469,23469.0,PHD finger protein 3,,PHF3
623,ENSG00000167325.10,33.7859726716,-1.32949642804,0.413743826809,-3.21333236145,0.001312043651,0.0289637841227,ENSG000001673250,ENSG000001673250,,,,True,
624,ENSG00000167874.6,30.4045430787,1.17213908452,0.365271833274,3.20895009618,0.00133220612504,0.0293618229959,ENSG00000167874,ENSG00000167874,92162,92162.0,transmembrane protein 88,,TMEM88
625,ENSG00000084444.9,21.0677797474,-1.10274732836,0.343800550076,-3.20752054677,0.00133884496389,0.0294610053955,ENSG00000084444,ENSG00000084444,57613,57613.0,family with sequence similarity 234 member B,,FAM234B
626,ENSG00000108292.12,374.096620393,0.846484596335,0.264181719532,3.20417551159,0.00135449877908,0.0297579277222,ENSG000001082922,ENSG000001082922,,,,True,
627,ENSG00000164574.11,35.6482662774,-0.870288346136,0.27180591433,-3.20187420602,0.00136536608091,0.0299013001025,ENSG000001645741,ENSG000001645741,,,,True,
628,ENSG00000165804.11,16.9247574907,-1.23579530437,0.385958837119,-3.20188368686,0.00136532114566,0.0299013001025,ENSG000001658041,ENSG000001658041,,,,True,
629,ENSG00000141524.11,76.8493424029,-0.916337966173,0.28628611838,-3.20077680104,0.00137057655152,0.0299677650749,ENSG000001415241,ENSG000001415241,,,,True,
630,ENSG00000060749.10,50.1160080588,-1.06360028535,0.332427565209,-3.19949485741,0.00137668643245,0.0300061006441,ENSG000000607490,ENSG000000607490,,,,True,
631,ENSG00000215041.5,15.0855409066,-1.13497061649,0.354728698611,-3.19954551445,0.00137644451962,0.0300061006441,ENSG00000215041,ENSG00000215041,84461,84461.0,neuralized E3 ubiquitin protein ligase 4,,NEURL4
632,ENSG00000101695.4,6.728576916,-1.42175755262,0.444728110321,-3.19691406867,0.00138906300851,0.030158747535,ENSG00000101695,ENSG00000101695,54941,54941.0,ring finger protein 125,,RNF125
633,ENSG00000140382.10,29.855201613,-0.976554407094,0.305478598697,-3.19680138398,0.00138960573627,0.030158747535,ENSG000001403820,ENSG000001403820,,,,True,
634,ENSG00000157150.4,5.11063169521,-1.36071876612,0.425693235644,-3.1964773038,0.00139116770667,0.030158747535,ENSG00000157150,ENSG00000157150,7079,7079.0,TIMP metallopeptidase inhibitor 4,,TIMP4
635,ENSG00000230647.1,3.33029832479,1.68154529055,0.526105675396,3.19621203342,0.0013924474361,0.030158747535,ENSG00000230647,ENSG00000230647,ENSG00000230647,,,,AC022816.2
636,ENSG00000020633.14,75.9224426232,-0.93351588013,0.292215433839,-3.19461524625,0.00140017369158,0.0302345102741,ENSG000000206334,ENSG000000206334,,,,True,
637,ENSG00000062822.8,17.6907420576,-1.38442657347,0.433428392788,-3.19412986437,0.00140253009548,0.0302345102741,ENSG00000062822,ENSG00000062822,5424,5424.0,"polymerase (DNA) delta 1, catalytic subunit",,POLD1
638,ENSG00000148343.14,22.1189344459,-1.0572578243,0.330962124537,-3.19449793774,0.00140074285942,0.0302345102741,ENSG000001483434,ENSG000001483434,,,,True,
639,ENSG00000136231.9,30.8934987229,-0.837098258225,0.262168370837,-3.1929795938,0.00140812897068,0.0302786108044,ENSG00000136231,ENSG00000136231,10643,10643.0,insulin like growth factor 2 mRNA binding protein 3,,IGF2BP3
640,ENSG00000151229.8,18.2300355381,-1.07337059572,0.336184015193,-3.19280675824,0.00140897201638,0.0302786108044,ENSG00000151229,ENSG00000151229,114134,114134.0,solute carrier family 2 member 13,,SLC2A13
641,ENSG00000175216.10,71.5686999237,-1.34754713011,0.422142604514,-3.1921609326,0.0014121263013,0.0302991274149,ENSG000001752160,ENSG000001752160,,,,True,
642,ENSG00000164815.6,14.9662716365,-1.58855498281,0.497813364217,-3.19106536102,0.00141749208991,0.0303198036313,ENSG00000164815,ENSG00000164815,5001,5001.0,origin recognition complex subunit 5,,ORC5
643,ENSG00000185088.8,89.0816430686,-0.81156526474,0.254291751674,-3.19147302026,0.00141549330231,0.0303198036313,ENSG00000185088,ENSG00000185088,51065,51065.0,ribosomal protein S27 like,,RPS27L
644,ENSG00000114302.11,99.5313579102,-0.59416036025,0.186372284429,-3.18802960467,0.00143245869634,0.0305924318481,ENSG000001143021,ENSG000001143021,,,,True,
645,ENSG00000143643.8,26.3354946762,-1.20452037972,0.377999749362,-3.186563964,0.00143973648318,0.0306896162985,ENSG00000143643,ENSG00000143643,79573,79573.0,tetratricopeptide repeat domain 13,,TTC13
646,ENSG00000150967.13,7.50383639465,-1.31027228775,0.411231359824,-3.18621684958,0.00144146509946,0.0306896162985,ENSG000001509673,ENSG000001509673,,,,True,
647,ENSG00000160408.10,60.7205100812,-0.997687675637,0.313364696557,-3.18379092029,0.0014535996398,0.0309002083924,ENSG000001604080,ENSG000001604080,,,,True,
648,ENSG00000112759.12,41.2563102759,-1.40640739626,0.441953989153,-3.18224844842,0.00146136399888,0.0310173945833,ENSG000001127592,ENSG000001127592,,,,True,
649,ENSG00000225733.1,260.633752297,-0.445568087834,0.140077118781,-3.18087701769,0.00146829946632,0.0311166540747,ENSG00000225733,ENSG00000225733,100505641,100505641.0,FGD5 antisense RNA 1,,FGD5-AS1
650,ENSG00000007376.3,33.7851015189,-1.18971420441,0.374271376387,-3.17874750642,0.00147912876325,0.0312980010964,ENSG00000007376,ENSG00000007376,113000,113000.0,RNA pseudouridylate synthase domain containing 1,,RPUSD1
651,ENSG00000259668.1,13.0277916482,1.45421155652,0.457589078074,3.17798572169,0.00148302053965,0.0313322207571,ENSG00000259668,ENSG00000259668,ENSG00000259668,,,,RP11-707P17.2
652,ENSG00000108771.8,6.66262223757,1.20715391715,0.380220544988,3.17487819387,0.00149899410336,0.031621200266,ENSG00000108771,ENSG00000108771,79132,79132.0,DEXH-box helicase 58,,DHX58
653,ENSG00000149532.11,472.307085751,0.873390604561,0.275141399876,3.17433365154,0.00150180947157,0.031632149038,ENSG000001495321,ENSG000001495321,,,,True,
654,ENSG00000145833.11,163.959393463,-1.17576283967,0.370567197866,-3.1728734935,0.00150938277681,0.0316626319718,ENSG000001458331,ENSG000001458331,,,,True,
655,ENSG00000150977.9,708.994123386,1.00172372485,0.315729718477,3.17272548709,0.00151015239241,0.0316626319718,ENSG00000150977,ENSG00000150977,196383,196383.0,Rab interacting lysosomal protein like 2,,RILPL2
656,ENSG00000203306.3,18.5656707495,-1.24734324326,0.393138591159,-3.17278250295,0.001509855874,0.0316626319718,ENSG00000203306,ENSG00000203306,,,,True,
657,ENSG00000159788.14,22.7778248332,-1.14356015062,0.360495251188,-3.17219199656,0.00151292948028,0.0316726498341,ENSG000001597884,ENSG000001597884,,,,True,
658,ENSG00000130304.12,17.6895760377,-1.14005804971,0.359517159763,-3.17108104233,0.00151872766332,0.0317457868927,ENSG000001303042,ENSG000001303042,,,,True,
659,ENSG00000163918.6,14.7031366881,-1.5581024375,0.492326255326,-3.16477624469,0.00155202254959,0.0323925918494,ENSG00000163918,ENSG00000163918,5984,5984.0,replication factor C subunit 4,,RFC4
660,ENSG00000140471.12,34.168803332,-0.796782545912,0.251890804761,-3.16320616256,0.00156041785456,0.0325185415227,ENSG000001404712,ENSG000001404712,,,,True,
661,ENSG00000185669.5,19.8684732,-1.19694938403,0.378591592674,-3.16158469231,0.0015691318098,0.0326507412085,ENSG00000185669,ENSG00000185669,333929,333929.0,snail family transcriptional repressor 3,,SNAI3
662,ENSG00000106462.6,182.880046316,1.16250388052,0.367772281567,3.16093392239,0.00157264169999,0.0326515026653,ENSG00000106462,ENSG00000106462,2146,2146.0,enhancer of zeste 2 polycomb repressive complex 2 subunit,,EZH2
